INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
212640102,05/02/2020,15:18:00,BRONX,49,0,,false,,,,45-64,M,WHITE HISPANIC,1021469,254216,40.864368635000062,-73.865441077999947,POINT (-73.86544107799995 40.86436863500006)
214467130,06/22/2020,20:39:00,BRONX,43,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,1018876,241924,40.830641297000057,-73.874879188999955,POINT (-73.87487918899996 40.83064129700006)
208532946,01/25/2020,20:05:00,QUEENS,105,0,,false,,,,25-44,F,BLACK,1049606,181348,40.664202093000029,-73.764424330999987,POINT (-73.76442433099999 40.66420209300003)
212944540,05/11/2020,17:06:00,STATEN ISLAND,121,0,PVT HOUSE,false,45-64,M,WHITE HISPANIC,25-44,F,BLACK HISPANIC,938373,169290,40.631227890000048,-74.165284271999951,POINT (-74.16528427199995 40.63122789000005)
214183639,06/12/2020,23:00:00,BRONX,47,0,,true,,,,<18,M,BLACK,1021731,263219,40.889077955000062,-73.864443483999935,POINT (-73.86444348399993 40.88907795500006)
207824248,01/13/2020,03:51:00,QUEENS,115,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1022705,215793,40.75890301700008,-73.861192609999989,POINT (-73.86119260999999 40.75890301700008)
214215424,06/15/2020,19:15:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1009583,214399,40.755124178000074,-73.908563560999937,POINT (-73.90856356099994 40.755124178000074)
214693509,06/26/2020,15:53:00,MANHATTAN,23,2,,false,,,,25-44,U,UNKNOWN,998751,226901,40.789463300000079,-73.947634003999951,POINT (-73.94763400399995 40.78946330000008)
212199939,04/20/2020,22:29:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,982324,185643,40.676231908000034,-74.006944996999948,POINT (-74.00694499699995 40.676231908000034)
214562241,06/24/2020,03:25:00,QUEENS,113,0,GROCERY/BODEGA,false,18-24,M,BLACK,25-44,M,BLACK,1044671,188114,40.682808242000078,-73.782151917999954,POINT (-73.78215191799995 40.68280824200008)
214608420,06/26/2020,00:20:00,BRONX,48,0,,false,,,,25-44,M,BLACK,1013815,251744,40.857612694000068,-73.893123976999959,POINT (-73.89312397699996 40.85761269400007)
211066103,03/15/2020,20:39:00,BRONX,46,0,,false,18-24,M,BLACK,18-24,F,BLACK HISPANIC,1011816,251433,40.856765561000032,-73.900351633999946,POINT (-73.90035163399995 40.85676556100003)
212558134,04/30/2020,23:36:00,QUEENS,101,0,GROCERY/BODEGA,false,,,,25-44,M,BLACK,1044122,155673,40.593768616000034,-73.784419199999945,POINT (-73.78441919999995 40.593768616000034)
211272847,03/19/2020,20:08:00,BROOKLYN,81,0,,false,,,,18-24,M,BLACK,1003577,186109,40.677490086000034,-73.930323051999949,POINT (-73.93032305199995 40.677490086000034)
212726821,05/05/2020,17:29:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1000566,156826,40.597120566000058,-73.94124921699995,POINT (-73.94124921699995 40.59712056600006)
212515896,04/29/2020,19:00:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,1006663,178312,40.656081786000072,-73.919223219999935,POINT (-73.91922321999994 40.65608178600007)
214264817,06/16/2020,11:38:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,WHITE HISPANIC,991179,201494,40.719736715000067,-73.975004935999948,POINT (-73.97500493599995 40.71973671500007)
209098666,02/05/2020,23:13:00,MANHATTAN,34,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1003543,250846,40.855176376000031,-73.930259821999982,POINT (-73.93025982199998 40.85517637600003)
211362503,03/21/2020,00:13:00,MANHATTAN,7,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,989667,212965,40.751222840000025,-73.980450272999974,POINT (-73.98045027299997 40.751222840000025)
208899477,02/02/2020,15:55:00,BROOKLYN,84,0,,false,<18,M,BLACK,<18,M,BLACK,989365,190352,40.689155775000074,-73.98155743999996,POINT (-73.98155743999996 40.689155775000074)
213649349,05/28/2020,22:11:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,990324,202686,40.723009095000066,-73.97808828999996,POINT (-73.97808828999996 40.723009095000066)
207815722,01/12/2020,12:05:00,BRONX,41,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1014985,237377,40.818175478000057,-73.88896026599997,POINT (-73.88896026599997 40.81817547800006)
213529527,05/26/2020,01:38:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK,1010754,179173,40.658433742000057,-73.90447555999998,POINT (-73.90447555999998 40.65843374200006)
211788599,04/06/2020,17:40:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,F,BLACK,1010876,182683,40.668067545000042,-73.904021986999965,POINT (-73.90402198699996 40.66806754500004)
212082674,04/16/2020,02:48:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1000531,229408,40.796341237000036,-73.941199815999937,POINT (-73.94119981599994 40.796341237000036)
209468786,02/12/2020,02:30:00,MANHATTAN,25,0,,true,,,,25-44,M,BLACK,1001168,229824,40.797481848000075,-73.938898133999942,POINT (-73.93889813399994 40.797481848000075)
214612429,06/26/2020,01:43:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,999282,192769,40.695778596000025,-73.945792676999986,POINT (-73.94579267699999 40.695778596000025)
210161995,02/27/2020,02:17:00,BROOKLYN,79,0,,false,,,,25-44,M,BLACK,996546,187436,40.681144959000051,-73.95566903799994,POINT (-73.95566903799994 40.68114495900005)
208309290,01/21/2020,11:38:00,QUEENS,113,0,,true,,,,25-44,M,BLACK,1050316,190878,40.690354429000081,-73.761771712999973,POINT (-73.76177171299997 40.69035442900008)
212640531,05/03/2020,00:36:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1000552,225907,40.786731898000028,-73.941132467999978,POINT (-73.94113246799998 40.78673189800003)
213819785,06/03/2020,16:55:00,BRONX,41,0,,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1012551,236626,40.816122327000073,-73.897757118999948,POINT (-73.89775711899995 40.81612232700007)
213921488,06/05/2020,15:55:00,BRONX,46,0,,false,,,,25-44,M,BLACK,1011536,251248,40.856258661000027,-73.901364573999956,POINT (-73.90136457399996 40.85625866100003)
214778105,06/30/2020,20:00:00,BROOKLYN,71,0,,false,,,,18-24,M,BLACK,996658,183424,40.670132766000052,-73.955272614999956,POINT (-73.95527261499996 40.67013276600005)
213472073,05/24/2020,23:14:00,BRONX,52,0,,false,,,,18-24,M,BLACK HISPANIC,1010695,254764,40.865911578000066,-73.904390851999949,POINT (-73.90439085199995 40.865911578000066)
211964520,04/11/2020,19:48:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,1001747,228590,40.794093725000039,-73.936810154999989,POINT (-73.93681015499999 40.79409372500004)
207571934,01/07/2020,16:43:00,BROOKLYN,67,0,,false,18-24,M,BLACK,<18,M,BLACK,999005,176940,40.652332016000059,-73.946826249999958,POINT (-73.94682624999996 40.65233201600006)
214693797,06/27/2020,03:45:00,BRONX,44,0,,false,,,,18-24,M,BLACK HISPANIC,1010688,245851,40.841448077000052,-73.904451308999967,POINT (-73.90445130899997 40.84144807700005)
213778870,06/02/2020,22:35:00,BROOKLYN,73,0,,true,,,,25-44,M,BLACK,1008512,184865,40.674063439000065,-73.912535701999957,POINT (-73.91253570199996 40.674063439000065)
213099074,05/14/2020,17:55:00,BRONX,41,0,,false,,,,25-44,M,WHITE HISPANIC,1015252,236829,40.816670440000053,-73.887998164999942,POINT (-73.88799816499994 40.81667044000005)
214214864,06/15/2020,12:18:00,BRONX,45,0,,false,,,,25-44,M,BLACK HISPANIC,1031254,246277,40.842531801000064,-73.830120443999988,POINT (-73.83012044399999 40.842531801000064)
208378499,01/22/2020,12:45:00,BRONX,52,0,,false,25-44,M,BLACK HISPANIC,25-44,M,WHITE,1009555,253180,40.861567319000073,-73.908518443999981,POINT (-73.90851844399998 40.86156731900007)
214467579,06/22/2020,03:00:00,BRONX,40,0,,false,,,,45-64,M,BLACK,1010325,237183,40.817657987000075,-73.905796922999969,POINT (-73.90579692299997 40.817657987000075)
208733991,01/29/2020,20:30:00,BROOKLYN,75,0,,false,25-44,M,WHITE HISPANIC,25-44,F,BLACK,1017119,183909,40.671411663000072,-73.881511723999949,POINT (-73.88151172399995 40.67141166300007)
214778538,06/30/2020,21:00:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,BLACK,1008676,178766,40.65732259300006,-73.911966569999947,POINT (-73.91196656999995 40.65732259300006)
214312561,06/17/2020,00:19:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,999324,226582,40.788586771000041,-73.945565444999943,POINT (-73.94556544499994 40.78858677100004)
214359648,06/18/2020,03:42:00,MANHATTAN,7,0,,false,,,,25-44,M,BLACK HISPANIC,989021,200767,40.717742701000077,-73.982790480999938,POINT (-73.98279048099994 40.71774270100008)
213923357,06/06/2020,20:20:00,BROOKLYN,72,0,,false,,,,25-44,M,WHITE HISPANIC,981369,173656,40.643329967000057,-74.010382808999964,POINT (-74.01038280899996 40.64332996700006)
207824248,01/13/2020,03:51:00,QUEENS,115,0,,false,25-44,M,BLACK,25-44,M,BLACK,1022705,215793,40.75890301700008,-73.861192609999989,POINT (-73.86119260999999 40.75890301700008)
213188083,05/16/2020,02:26:00,QUEENS,113,0,,false,,,,<18,M,BLACK,1043056,190627,40.689716709000038,-73.78795288699996,POINT (-73.78795288699996 40.68971670900004)
213471601,05/22/2020,21:45:00,BROOKLYN,75,0,,true,,,,25-44,M,BLACK,1014810,181040,40.663545173000045,-73.889848452999956,POINT (-73.88984845299996 40.663545173000045)
208187328,01/19/2020,23:30:00,BRONX,46,0,,true,25-44,F,WHITE HISPANIC,18-24,M,BLACK,1011539,251548,40.857082062000075,-73.901352507999945,POINT (-73.90135250799995 40.857082062000075)
211578689,03/29/2020,00:45:00,BRONX,46,0,,false,45-64,M,BLACK,18-24,M,BLACK HISPANIC,1007189,249883,40.852524508000045,-73.917083318999971,POINT (-73.91708331899997 40.852524508000045)
213974312,06/08/2020,22:40:00,BROOKLYN,73,0,,false,,,,45-64,M,BLACK,1009279,179175,40.658443523000074,-73.909791752999979,POINT (-73.90979175299998 40.658443523000074)
213335681,05/20/2020,16:40:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK HISPANIC,25-44,M,WHITE,1009821,236559,40.815946755000027,-73.907620164999969,POINT (-73.90762016499997 40.81594675500003)
209974084,02/21/2020,02:30:00,QUEENS,101,0,,false,,,,18-24,M,BLACK,1052662,157077,40.597560496000028,-73.753654996999956,POINT (-73.75365499699996 40.59756049600003)
214693505,06/27/2020,12:34:00,BROOKLYN,75,0,,true,45-64,M,BLACK,25-44,F,BLACK,1015129,182067,40.666362952000043,-73.88869391999998,POINT (-73.88869391999998 40.66636295200004)
214693796,06/28/2020,03:10:00,BROOKLYN,73,0,PVT HOUSE,false,,,,25-44,M,BLACK,1007783,185486,40.675769912000078,-73.915161613999942,POINT (-73.91516161399994 40.67576991200008)
210025100,02/24/2020,15:30:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,989333,194229,40.699797262000061,-73.981669901999965,POINT (-73.98166990199996 40.69979726200006)
212676557,05/04/2020,21:59:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,1003869,176481,40.651062722000063,-73.929298337999967,POINT (-73.92929833799997 40.65106272200006)
212400208,04/25/2020,20:45:00,BRONX,47,0,,false,25-44,M,BLACK,25-44,M,BLACK,1025627,266936,40.899262519000047,-73.850329832999989,POINT (-73.85032983299999 40.89926251900005)
214693510,06/28/2020,23:58:00,BRONX,46,0,,true,18-24,M,BLACK,<18,M,BLACK,1007997,247789,40.84677496300003,-73.914170039999988,POINT (-73.91417003999999 40.84677496300003)
213472074,05/24/2020,08:42:00,BRONX,47,0,,false,,,,25-44,M,BLACK,1024708,266922,40.899228355000048,-73.853654177999942,POINT (-73.85365417799994 40.89922835500005)
214432036,06/20/2020,01:40:00,BROOKLYN,71,0,HOSPITAL,false,,,,25-44,M,BLACK,999439,178174,40.655718343000046,-73.945259388999943,POINT (-73.94525938899994 40.655718343000046)
213923359,06/06/2020,22:30:00,MANHATTAN,26,0,,false,18-24,M,BLACK,45-64,F,BLACK,997239,235952,40.814308168000025,-73.953076778999957,POINT (-73.95307677899996 40.814308168000025)
213748378,06/01/2020,17:50:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,WHITE HISPANIC,982151,185171,40.674936335000041,-74.00756854399998,POINT (-74.00756854399998 40.67493633500004)
213748379,06/01/2020,19:14:00,BROOKLYN,83,0,,false,18-24,M,BLACK,18-24,M,BLACK,1006880,190544,40.689655320000043,-73.918400069999961,POINT (-73.91840006999996 40.68965532000004)
212099041,04/11/2020,19:40:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,998097,184951,40.674321905000056,-73.950082117999955,POINT (-73.95008211799995 40.674321905000056)
214104572,06/12/2020,01:45:00,BRONX,47,0,,false,,,,25-44,M,BLACK,1021707,259544,40.878991341000074,-73.864550836999967,POINT (-73.86455083699997 40.878991341000074)
214312557,06/17/2020,00:33:00,BRONX,42,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,WHITE HISPANIC,1015667,243850,40.835939606000068,-73.886465988999987,POINT (-73.88646598899999 40.83593960600007)
213922506,06/06/2020,00:30:00,BRONX,44,0,,false,,,,18-24,M,BLACK,1007579,241875,40.830543869000053,-73.915701433999971,POINT (-73.91570143399997 40.83054386900005)
214430791,06/19/2020,16:13:00,BROOKLYN,75,0,,false,,,,<18,M,BLACK,1015829,179160,40.658381415000065,-73.886184292999985,POINT (-73.88618429299999 40.658381415000065)
214693798,06/27/2020,04:00:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1002864,230116,40.798279899000079,-73.932771824999975,POINT (-73.93277182499997 40.79827989900008)
211830549,04/07/2020,17:05:00,BROOKLYN,75,0,,false,,,,18-24,M,BLACK,1016409,178125,40.655538482000054,-73.884098792999964,POINT (-73.88409879299996 40.655538482000054)
212640532,05/02/2020,21:55:00,MANHATTAN,28,0,,false,,,,25-44,M,BLACK,996204,232575,40.805040700000063,-73.956821880999939,POINT (-73.95682188099994 40.80504070000006)
213228264,05/18/2020,00:29:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK,1043031,156898,40.597138287000064,-73.788336911999977,POINT (-73.78833691199998 40.597138287000064)
213188085,05/16/2020,22:00:00,BRONX,42,0,,false,,,,25-44,M,BLACK,1011998,241978,40.830813798000065,-73.899732835999941,POINT (-73.89973283599994 40.830813798000065)
214184460,06/14/2020,15:50:00,QUEENS,110,0,,false,45-64,M,BLACK,25-44,M,BLACK,1024384,207831,40.737041894000072,-73.855179541999973,POINT (-73.85517954199997 40.73704189400007)
214104573,06/12/2020,00:44:00,BRONX,42,0,,false,,,,25-44,M,BLACK,1011256,241481,40.82945197600003,-73.902416082999935,POINT (-73.90241608299993 40.82945197600003)
213748381,06/01/2020,14:33:00,QUEENS,113,0,,true,,,,18-24,M,BLACK,1051165,185567,40.675770619000048,-73.758763029999955,POINT (-73.75876302999995 40.67577061900005)
213187656,05/16/2020,00:50:00,QUEENS,103,0,,true,,,,18-24,M,WHITE HISPANIC,1042298,192835,40.695782146000056,-73.790667121999945,POINT (-73.79066712199995 40.695782146000056)
214729181,06/29/2020,00:03:00,BROOKLYN,90,0,,false,,,,25-44,M,BLACK HISPANIC,995958,198402,40.711244880000038,-73.957769973999973,POINT (-73.95776997399997 40.71124488000004)
213188080,05/16/2020,00:45:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,997102,172326,40.639670548000026,-73.953693215999976,POINT (-73.95369321599998 40.639670548000026)
213942729,06/07/2020,21:24:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,990098,192781,40.695822366000073,-73.978912230999981,POINT (-73.97891223099998 40.69582236600007)
206909664,01/02/2020,19:30:00,BROOKLYN,72,0,,false,25-44,M,WHITE HISPANIC,18-24,F,WHITE,977602,173294,40.642334327000071,-74.023956418999944,POINT (-74.02395641899994 40.64233432700007)
213778871,06/02/2020,18:05:00,BROOKLYN,67,0,,true,,,,65+,M,BLACK,1006872,177464,40.653753681000069,-73.918472812999937,POINT (-73.91847281299994 40.65375368100007)
214270194,06/17/2020,01:51:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1003313,176413,40.650877291000029,-73.931302246999962,POINT (-73.93130224699996 40.65087729100003)
209281505,02/09/2020,07:54:00,BRONX,41,0,,false,45-64,M,BLACK,UNKNOWN,M,WHITE HISPANIC,1013086,236614,40.81608766100004,-73.895824353999956,POINT (-73.89582435399996 40.81608766100004)
214183640,06/12/2020,18:20:00,QUEENS,105,0,COMMERCIAL BLDG,false,,,,25-44,M,WHITE,1058444,201817,40.720314869000049,-73.732342316999961,POINT (-73.73234231699996 40.72031486900005)
213973277,06/08/2020,22:38:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004426,187539,40.681413218000046,-73.927257926999971,POINT (-73.92725792699997 40.681413218000046)
214430796,06/20/2020,05:13:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,999484,214810,40.756275434000031,-73.945014328999946,POINT (-73.94501432899995 40.75627543400003)
206909665,01/02/2020,20:20:00,BROOKLYN,72,0,,false,,,,18-24,M,WHITE HISPANIC,977897,173058,40.641686775000039,-74.022893213999964,POINT (-74.02289321399996 40.64168677500004)
214214865,06/15/2020,18:20:00,BROOKLYN,81,0,MULTI DWELL - APT BUILD,false,<18,M,BLACK,25-44,M,BLACK,1004426,187539,40.681413218000046,-73.927257926999971,POINT (-73.92725792699997 40.681413218000046)
214693786,06/28/2020,17:17:00,QUEENS,103,0,PVT HOUSE,false,,,,25-44,M,BLACK,1039595,192439,40.694712537000044,-73.800417976999938,POINT (-73.80041797699994 40.69471253700004)
213724262,05/30/2020,23:08:00,BROOKLYN,63,0,,false,,,,25-44,M,BLACK,999751,168628,40.629516084000045,-73.94415685499996,POINT (-73.94415685499996 40.629516084000045)
214431177,06/20/2020,03:45:00,BRONX,42,0,,false,,,,25-44,M,BLACK,1011653,241428,40.829305283000053,-73.900981753999986,POINT (-73.90098175399999 40.82930528300005)
211362501,03/21/2020,01:15:00,QUEENS,115,0,,false,25-44,M,BLACK,25-44,M,BLACK,1019686,216471,40.76077656700005,-73.872086532999958,POINT (-73.87208653299996 40.76077656700005)
208437740,01/23/2020,19:47:00,BRONX,48,0,,false,25-44,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,1014435,248319,40.848209996000037,-73.890898098999969,POINT (-73.89089809899997 40.84820999600004)
214215423,06/15/2020,22:11:00,BRONX,42,0,,true,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1010750,241556,40.82965936100004,-73.904244200999983,POINT (-73.90424420099998 40.82965936100004)
214467131,06/22/2020,02:27:00,BRONX,42,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK HISPANIC,1013251,243005,40.833628590000046,-73.895200628999987,POINT (-73.89520062899999 40.833628590000046)
211704488,04/02/2020,23:10:00,BRONX,48,0,,false,,,,25-44,M,BLACK,1016992,247008,40.844602578000035,-73.881662261999963,POINT (-73.88166226199996 40.844602578000035)
212999143,05/12/2020,13:01:00,BROOKLYN,77,0,,true,,,,<18,M,BLACK,1003789,183568,40.670515149000039,-73.92956610799996,POINT (-73.92956610799996 40.67051514900004)
213471604,05/23/2020,17:40:00,BRONX,41,0,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,25-44,M,BLACK,1014604,238800,40.822082527000077,-73.890330325999969,POINT (-73.89033032599997 40.82208252700008)
211767651,04/05/2020,03:19:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1006160,180447,40.661943149000081,-73.92102913399998,POINT (-73.92102913399998 40.66194314900008)
213499948,05/25/2020,21:05:00,BROOKLYN,75,0,GROCERY/BODEGA,true,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1013449,184620,40.673376062000045,-73.894738642999982,POINT (-73.89473864299998 40.673376062000045)
208187331,01/18/2020,21:52:00,BRONX,52,0,,false,,,,25-44,M,WHITE HISPANIC,1015477,257492,40.87338347900004,-73.887089069999945,POINT (-73.88708906999994 40.87338347900004)
211362214,03/20/2020,19:04:00,QUEENS,113,0,,false,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1041589,187579,40.681360293000068,-73.793268659999967,POINT (-73.79326865999997 40.68136029300007)
214430790,06/20/2020,11:05:00,BROOKLYN,75,0,,true,,,,25-44,M,BLACK,1018565,183895,40.671367750000059,-73.876299104999987,POINT (-73.87629910499999 40.67136775000006)
214693790,06/27/2020,04:13:00,BROOKLYN,67,0,,false,,,,25-44,F,BLACK,1008805,177368,40.653485033000038,-73.911506724999981,POINT (-73.91150672499998 40.65348503300004)
214058821,06/10/2020,17:10:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1000876,191779,40.693058425000061,-73.940046800999937,POINT (-73.94004680099994 40.69305842500006)
212400207,04/25/2020,00:55:00,MANHATTAN,32,0,,false,,,,25-44,M,BLACK HISPANIC,1001250,237934,40.819741394000062,-73.938581433999957,POINT (-73.93858143399996 40.81974139400006)
213885925,06/05/2020,19:20:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1053494,161530,40.60977656700004,-73.750613392999981,POINT (-73.75061339299998 40.60977656700004)
211794117,04/06/2020,23:10:00,QUEENS,113,0,,false,25-44,M,BLACK,18-24,M,BLACK,1053390,194376,40.699932111000066,-73.750651220999941,POINT (-73.75065122099994 40.69993211100007)
213050795,05/13/2020,19:05:00,MANHATTAN,32,0,,false,,,,45-64,M,BLACK,1000153,235084,40.811920986000075,-73.942551583999943,POINT (-73.94255158399994 40.811920986000075)
207868257,01/13/2020,13:52:00,BRONX,42,0,,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1011628,240275,40.826140706000047,-73.901076794999938,POINT (-73.90107679499994 40.82614070600005)
206909436,01/02/2020,16:25:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK,1002883,231248,40.80138689000006,-73.932700059999945,POINT (-73.93270005999995 40.80138689000006)
213747897,06/01/2020,15:20:00,MANHATTAN,34,0,,false,,,,25-44,M,BLACK HISPANIC,1003017,249041,40.850223321000044,-73.932166294999945,POINT (-73.93216629499994 40.850223321000044)
206932848,01/04/2020,23:38:00,QUEENS,113,0,CHAIN STORE,false,,,,25-44,M,BLACK,1052792,187298,40.680509357000062,-73.752879880999956,POINT (-73.75287988099996 40.68050935700006)
214264275,06/16/2020,06:20:00,BRONX,41,1,,false,,,,25-44,M,BLACK,1013879,239551,40.824146269000039,-73.892946482999946,POINT (-73.89294648299995 40.82414626900004)
213942730,06/06/2020,14:20:00,QUEENS,109,0,,false,18-24,M,BLACK,18-24,M,WHITE,1025447,226867,40.789285857000039,-73.851227096999935,POINT (-73.85122709699993 40.78928585700004)
214513026,06/23/2020,18:07:00,BROOKLYN,75,0,PVT HOUSE,false,,,,45-64,F,BLACK HISPANIC,1017728,182135,40.666540151000049,-73.879325147999964,POINT (-73.87932514799996 40.66654015100005)
212944539,05/11/2020,12:45:00,QUEENS,105,0,,false,,,,25-44,M,BLACK,1054702,182715,40.667915107000056,-73.746041501999969,POINT (-73.74604150199997 40.667915107000056)
214468086,06/22/2020,22:50:00,BROOKLYN,71,0,,false,,,,25-44,F,BLACK,999349,180852,40.663069018000044,-73.945577758999946,POINT (-73.94557775899995 40.663069018000044)
212170020,04/19/2020,14:50:00,BROOKLYN,73,0,,true,,,,25-44,M,BLACK,1009004,180575,40.662286987000073,-73.910777769999982,POINT (-73.91077776999998 40.66228698700007)
213050251,05/13/2020,17:58:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,,,,<18,M,BLACK,1003322,182443,40.667428293000057,-73.93125275899996,POINT (-73.93125275899996 40.66742829300006)
212824098,05/07/2020,22:10:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,45-64,M,BLACK,1010869,183398,40.67003008100005,-73.90404439699995,POINT (-73.90404439699995 40.67003008100005)
213972320,06/08/2020,15:00:00,QUEENS,110,0,,false,25-44,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,1019102,210344,40.743961839000065,-73.874226376999957,POINT (-73.87422637699996 40.743961839000065)
214016090,06/09/2020,21:30:00,QUEENS,105,0,,false,,,,18-24,M,BLACK,1056036,179966,40.660359027000027,-73.741262098999982,POINT (-73.74126209899998 40.66035902700003)
214431180,06/21/2020,02:30:00,STATEN ISLAND,120,0,,false,,,,18-24,M,BLACK,959909,161320,40.609437266000043,-74.087667033999935,POINT (-74.08766703399994 40.60943726600004)
214574797,06/25/2020,00:49:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,18-24,F,WHITE HISPANIC,18-24,U,WHITE HISPANIC,1016328,250445,40.85403855800007,-73.884045706999984,POINT (-73.88404570699998 40.85403855800007)
209404273,02/11/2020,18:07:00,BROOKLYN,63,2,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK,1006538,170247,40.633945420000032,-73.919700373999945,POINT (-73.91970037399994 40.63394542000003)
207815720,01/11/2020,21:45:00,BRONX,41,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1013623,238400,40.820987957000057,-73.893876494999972,POINT (-73.89387649499997 40.82098795700006)
214694693,06/27/2020,22:28:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1020891,236726,40.816366145000075,-73.867626310999981,POINT (-73.86762631099998 40.816366145000075)
207824248,01/13/2020,03:51:00,QUEENS,115,0,,true,25-44,M,BLACK,25-44,M,BLACK,1022705,215793,40.75890301700008,-73.861192609999989,POINT (-73.86119260999999 40.75890301700008)
214264274,06/16/2020,23:30:00,BROOKLYN,79,0,COMMERCIAL BLDG,false,,,,45-64,M,BLACK,999215,189479,40.686748418000036,-73.946041602999969,POINT (-73.94604160299997 40.686748418000036)
214778540,06/30/2020,21:45:00,BROOKLYN,67,0,PVT HOUSE,false,,,,<18,M,BLACK,998235,173191,40.642043072000035,-73.949609006999935,POINT (-73.94960900699994 40.642043072000035)
214183639,06/12/2020,23:00:00,BRONX,47,0,,true,,,,18-24,F,BLACK,1021731,263219,40.889077955000062,-73.864443483999935,POINT (-73.86444348399993 40.88907795500006)
213187659,05/15/2020,19:47:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,997242,193691,40.698312502000078,-73.953147595999951,POINT (-73.95314759599995 40.69831250200008)
